235, [s0.0_00000, s0.0_10000, s0.0_01000, s0.0_00100, s0.0_00010, s0.0_00001, s0.0_11000, s0.0_10100, s0.0_10010, s0.0_10001, s0.0_01100, s0.0_01010, s0.0_01001, s0.0_00110, s0.0_00101, s0.0_00011, s0.0_11100, s0.0_11010, s0.0_11001, s0.0_10110, s0.0_10101, s0.0_10011, s0.0_01110, s0.0_01101, s0.0_01011, s0.0_00111, s0.1_00000, s0.1_10000, s0.1_01000, s0.1_00100, s0.1_00010, s0.1_00001, s0.1_11000, s0.1_10100, s0.1_10010, s0.1_10001, s0.1_01100, s0.1_01010, s0.1_01001, s0.1_00110, s0.1_00101, s0.1_00011, s0.1_11100, s0.1_11010, s0.1_11001, s0.1_10110, s0.1_10101, s0.1_10011, s0.1_01110, s0.1_01101, s0.1_01011, s0.1_00111, s0.2_00000, s0.2_10000, s0.2_01000, s0.2_00100, s0.2_00010, s0.2_00001, s0.2_11000, s0.2_10100, s0.2_10010, s0.2_10001, s0.2_01100, s0.2_01010, s0.2_01001, s0.2_00110, s0.2_00101, s0.2_00011, s0.2_11100, s0.2_11010, s0.2_11001, s0.2_10110, s0.2_10101, s0.2_10011, s0.2_01110, s0.2_01101, s0.2_01011, s0.2_00111, s1.0_00000, s1.0_10000, s1.0_01000, s1.0_00100, s1.0_00010, s1.0_00001, s1.0_11000, s1.0_10100, s1.0_10010, s1.0_10001, s1.0_01100, s1.0_01010, s1.0_01001, s1.0_00110, s1.0_00101, s1.0_00011, s1.0_11100, s1.0_11010, s1.0_11001, s1.0_10110, s1.0_10101, s1.0_10011, s1.0_01110, s1.0_01101, s1.0_01011, s1.0_00111, s1.1_00000, s1.1_10000, s1.1_01000, s1.1_00100, s1.1_00010, s1.1_00001, s1.1_11000, s1.1_10100, s1.1_10010, s1.1_10001, s1.1_01100, s1.1_01010, s1.1_01001, s1.1_00110, s1.1_00101, s1.1_00011, s1.1_11100, s1.1_11010, s1.1_11001, s1.1_10110, s1.1_10101, s1.1_10011, s1.1_01110, s1.1_01101, s1.1_01011, s1.1_00111, s1.2_00000, s1.2_10000, s1.2_01000, s1.2_00100, s1.2_00010, s1.2_00001, s1.2_11000, s1.2_10100, s1.2_10010, s1.2_10001, s1.2_01100, s1.2_01010, s1.2_01001, s1.2_00110, s1.2_00101, s1.2_00011, s1.2_11100, s1.2_11010, s1.2_11001, s1.2_10110, s1.2_10101, s1.2_10011, s1.2_01110, s1.2_01101, s1.2_01011, s1.2_00111, s2.0_00000, s2.0_10000, s2.0_01000, s2.0_00100, s2.0_00010, s2.0_00001, s2.0_11000, s2.0_10100, s2.0_10010, s2.0_10001, s2.0_01100, s2.0_01010, s2.0_01001, s2.0_00110, s2.0_00101, s2.0_00011, s2.0_11100, s2.0_11010, s2.0_11001, s2.0_10110, s2.0_10101, s2.0_10011, s2.0_01110, s2.0_01101, s2.0_01011, s2.0_00111, s2.1_00000, s2.1_10000, s2.1_01000, s2.1_00100, s2.1_00010, s2.1_00001, s2.1_11000, s2.1_10100, s2.1_10010, s2.1_10001, s2.1_01100, s2.1_01010, s2.1_01001, s2.1_00110, s2.1_00101, s2.1_00011, s2.1_11100, s2.1_11010, s2.1_11001, s2.1_10110, s2.1_10101, s2.1_10011, s2.1_01110, s2.1_01101, s2.1_01011, s2.1_00111, s2.2_00000, s2.2_10000, s2.2_01000, s2.2_00100, s2.2_00010, s2.2_00001, s2.2_11000, s2.2_10100, s2.2_10010, s2.2_10001, s2.2_01100, s2.2_01010, s2.2_01001, s2.2_00110, s2.2_00101, s2.2_00011, s2.2_11100, s2.2_11010, s2.2_11001, s2.2_10110, s2.2_10101, s2.2_10011, s2.2_01110, s2.2_01101, s2.2_01011, s2.2_00111, exit]
1, [e1]
10, [North, South, East, West, Sample, Check0, Check1, Check2, Check3, Check4]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
3,60,2 -> 1
3,61,2 -> 1
3,62,2 -> 1
3,63,2 -> 1
3,64,2 -> 1
3,65,2 -> 1
3,66,2 -> 1
3,67,2 -> 1
3,68,2 -> 1
3,69,2 -> 1
3,70,2 -> 1
3,71,2 -> 1
3,72,2 -> 1
3,73,2 -> 1
3,74,2 -> 1
3,75,2 -> 1
3,76,2 -> 1
3,77,2 -> 1
3,78,2 -> 1
3,79,2 -> 1
3,80,2 -> 1
3,81,2 -> 1
3,82,2 -> 1
3,83,2 -> 1
3,84,2 -> 1
3,85,2 -> 1
3,86,2 -> 1
3,87,2 -> 1
3,88,2 -> 1
3,89,2 -> 1
3,90,2 -> 1
3,91,2 -> 1
3,92,2 -> 1
3,93,2 -> 1
3,94,2 -> 1
3,95,2 -> 1
3,96,2 -> 1
3,97,2 -> 1
3,98,2 -> 1
3,99,2 -> 1
3,100,2 -> 1
3,101,2 -> 1
3,102,2 -> 1
3,103,2 -> 1
3,104,2 -> 1
3,105,2 -> 1
3,106,2 -> 1
3,107,2 -> 1
3,108,2 -> 1
3,109,2 -> 1
3,110,2 -> 1
3,111,2 -> 1
3,112,2 -> 1
3,113,2 -> 1
3,114,2 -> 1
3,115,2 -> 1
3,116,2 -> 1
3,117,2 -> 1
3,118,2 -> 1
3,119,2 -> 1
3,120,2 -> 1
3,121,2 -> 1
3,122,2 -> 1
3,123,2 -> 1
3,124,2 -> 1
3,125,2 -> 1
3,126,2 -> 1
3,127,2 -> 1
3,128,2 -> 1
3,129,2 -> 1
3,130,2 -> 1
3,131,2 -> 1
3,132,2 -> 1
3,133,2 -> 1
3,134,2 -> 1
3,135,2 -> 1
3,136,2 -> 1
3,137,2 -> 1
3,138,2 -> 1
3,139,2 -> 1
3,140,2 -> 1
3,141,2 -> 1
3,142,2 -> 1
3,143,2 -> 1
3,144,2 -> 1
3,145,2 -> 1
3,146,2 -> 1
3,147,2 -> 1
3,148,2 -> 1
3,149,2 -> 1
3,150,2 -> 1
3,151,2 -> 1
3,152,2 -> 1
3,153,2 -> 1
3,154,2 -> 1
3,155,2 -> 1
3,156,2 -> 1
3,157,2 -> 1
3,158,2 -> 1
3,159,2 -> 1
3,160,2 -> 1
3,161,2 -> 1
3,162,2 -> 1
3,163,2 -> 1
3,164,2 -> 1
3,165,2 -> 1
3,166,2 -> 1
3,167,2 -> 1
3,168,2 -> 1
3,169,2 -> 1
3,170,2 -> 1
3,171,2 -> 1
3,172,2 -> 1
3,173,2 -> 1
3,174,2 -> 1
3,175,2 -> 1
3,176,2 -> 1
3,177,2 -> 1
3,178,2 -> 1
3,179,2 -> 1
3,180,2 -> 1
3,181,2 -> 1
3,182,2 -> 1
3,183,2 -> 1
3,184,2 -> 1
3,185,2 -> 1
3,186,2 -> 1
3,187,2 -> 1
3,188,2 -> 1
3,189,2 -> 1
3,190,2 -> 1
3,191,2 -> 1
3,192,2 -> 1
3,193,2 -> 1
3,194,2 -> 1
3,195,2 -> 1
3,196,2 -> 1
3,197,2 -> 1
3,198,2 -> 1
3,199,2 -> 1
3,200,2 -> 1
3,201,2 -> 1
3,202,2 -> 1
3,203,2 -> 1
3,204,2 -> 1
3,205,2 -> 1
3,206,2 -> 1
3,207,2 -> 1
3,208,2 -> 1
3,209,2 -> 1
3,210,2 -> 1
3,211,2 -> 1
3,212,2 -> 1
3,213,2 -> 1
3,214,2 -> 1
3,215,2 -> 1
3,216,2 -> 1
3,217,2 -> 1
3,218,2 -> 1
3,219,2 -> 1
3,220,2 -> 1
3,221,2 -> 1
3,222,2 -> 1
3,223,2 -> 1
3,224,2 -> 1
3,225,2 -> 1
3,226,2 -> 1
3,227,2 -> 1
3,228,2 -> 1
3,229,2 -> 1
3,230,2 -> 1
3,231,2 -> 1
3,232,2 -> 1
3,233,2 -> 1
4,0,2 -> 1
4,1,2 -> 1
4,2,2 -> 1
4,3,2 -> 1
4,4,2 -> 1
4,5,2 -> 1
4,6,2 -> 1
4,7,2 -> 1
4,8,2 -> 1
4,9,2 -> 1
4,10,2 -> 1
4,11,2 -> 1
4,12,2 -> 1
4,13,2 -> 1
4,14,2 -> 1
4,15,2 -> 1
4,16,2 -> 1
4,17,2 -> 1
4,18,2 -> 1
4,19,2 -> 1
4,20,2 -> 1
4,21,2 -> 1
4,22,2 -> 1
4,23,2 -> 1
4,24,2 -> 1
4,25,2 -> 1
4,26,2 -> 1
4,27,2 -> 1
4,28,2 -> 1
4,29,2 -> 1
4,30,2 -> 1
4,31,2 -> 1
4,32,2 -> 1
4,33,2 -> 1
4,34,2 -> 1
4,35,2 -> 1
4,36,2 -> 1
4,37,2 -> 1
4,38,2 -> 1
4,39,2 -> 1
4,40,2 -> 1
4,41,2 -> 1
4,42,2 -> 1
4,43,2 -> 1
4,44,2 -> 1
4,45,2 -> 1
4,46,2 -> 1
4,47,2 -> 1
4,48,2 -> 1
4,49,2 -> 1
4,50,2 -> 1
4,51,2 -> 1
4,52,2 -> 1
4,53,2 -> 1
4,54,2 -> 1
4,55,2 -> 1
4,56,2 -> 1
4,57,2 -> 1
4,58,2 -> 1
4,59,2 -> 1
4,60,2 -> 1
4,61,2 -> 1
4,62,2 -> 1
4,63,2 -> 1
4,64,2 -> 1
4,65,2 -> 1
4,66,2 -> 1
4,67,2 -> 1
4,68,2 -> 1
4,69,2 -> 1
4,70,2 -> 1
4,71,2 -> 1
4,72,2 -> 1
4,73,2 -> 1
4,74,2 -> 1
4,75,2 -> 1
4,76,2 -> 1
4,77,2 -> 1
4,78,2 -> 1
4,79,2 -> 1
4,80,2 -> 1
4,81,2 -> 1
4,82,2 -> 1
4,83,2 -> 1
4,84,2 -> 1
4,85,2 -> 1
4,86,2 -> 1
4,87,2 -> 1
4,88,2 -> 1
4,89,2 -> 1
4,90,2 -> 1
4,91,2 -> 1
4,92,2 -> 1
4,93,2 -> 1
4,94,2 -> 1
4,95,2 -> 1
4,96,2 -> 1
4,97,2 -> 1
4,98,2 -> 1
4,99,2 -> 1
4,100,2 -> 1
4,101,2 -> 1
4,102,2 -> 1
4,103,2 -> 1
4,104,2 -> 1
4,105,2 -> 1
4,106,2 -> 1
4,107,2 -> 1
4,108,2 -> 1
4,109,2 -> 1
4,110,2 -> 1
4,111,2 -> 1
4,112,2 -> 1
4,113,2 -> 1
4,114,2 -> 1
4,115,2 -> 1
4,116,2 -> 1
4,117,2 -> 1
4,118,2 -> 1
4,119,2 -> 1
4,120,2 -> 1
4,121,2 -> 1
4,122,2 -> 1
4,123,2 -> 1
4,124,2 -> 1
4,125,2 -> 1
4,126,2 -> 1
4,127,2 -> 1
4,128,2 -> 1
4,129,2 -> 1
4,130,2 -> 1
4,131,2 -> 1
4,132,2 -> 1
4,133,2 -> 1
4,134,2 -> 1
4,135,2 -> 1
4,136,2 -> 1
4,137,2 -> 1
4,138,2 -> 1
4,139,2 -> 1
4,140,2 -> 1
4,141,2 -> 1
4,142,2 -> 1
4,143,2 -> 1
4,144,2 -> 1
4,145,2 -> 1
4,146,2 -> 1
4,147,2 -> 1
4,148,2 -> 1
4,149,2 -> 1
4,150,2 -> 1
4,151,2 -> 1
4,152,2 -> 1
4,153,2 -> 1
4,154,2 -> 1
4,155,2 -> 1
4,156,2 -> 1
4,157,2 -> 1
4,158,2 -> 1
4,159,2 -> 1
4,160,2 -> 1
4,161,2 -> 1
4,162,2 -> 1
4,163,2 -> 1
4,164,2 -> 1
4,165,2 -> 1
4,166,2 -> 1
4,167,2 -> 1
4,168,2 -> 1
4,169,2 -> 1
4,170,2 -> 1
4,171,2 -> 1
4,172,2 -> 1
4,173,2 -> 1
4,174,2 -> 1
4,175,2 -> 1
4,176,2 -> 1
4,177,2 -> 1
4,178,2 -> 1
4,179,2 -> 1
4,180,2 -> 1
4,181,2 -> 1
4,182,2 -> 1
4,183,2 -> 1
4,184,2 -> 1
4,185,2 -> 1
4,186,2 -> 1
4,187,2 -> 1
4,188,2 -> 1
4,189,2 -> 1
4,190,2 -> 1
4,191,2 -> 1
4,192,2 -> 1
4,193,2 -> 1
4,194,2 -> 1
4,195,2 -> 1
4,196,2 -> 1
4,197,2 -> 1
4,198,2 -> 1
4,199,2 -> 1
4,200,2 -> 1
4,201,2 -> 1
4,202,2 -> 1
4,203,2 -> 1
4,204,2 -> 1
4,205,2 -> 1
4,206,2 -> 1
4,207,2 -> 1
4,208,2 -> 1
4,209,2 -> 1
4,210,2 -> 1
4,211,2 -> 1
4,212,2 -> 1
4,213,2 -> 1
4,214,2 -> 1
4,215,2 -> 1
4,216,2 -> 1
4,217,2 -> 1
4,218,2 -> 1
4,219,2 -> 1
4,220,2 -> 1
4,221,2 -> 1
4,222,2 -> 1
4,223,2 -> 1
4,224,2 -> 1
4,225,2 -> 1
4,226,2 -> 1
4,227,2 -> 1
4,228,2 -> 1
4,229,2 -> 1
4,230,2 -> 1
4,231,2 -> 1
4,232,2 -> 1
4,233,2 -> 1
5,0,0 -> 0.75
5,0,1 -> 0.25
5,1,1 -> 0.75
5,1,0 -> 0.25
5,2,0 -> 0.75
5,2,1 -> 0.25
5,3,0 -> 0.75
5,3,1 -> 0.25
5,4,0 -> 0.75
5,4,1 -> 0.25
5,5,0 -> 0.75
5,5,1 -> 0.25
5,6,1 -> 0.75
5,6,0 -> 0.25
5,7,1 -> 0.75
5,7,0 -> 0.25
5,8,1 -> 0.75
5,8,0 -> 0.25
5,9,1 -> 0.75
5,9,0 -> 0.25
5,10,0 -> 0.75
5,10,1 -> 0.25
5,11,0 -> 0.75
5,11,1 -> 0.25
5,12,0 -> 0.75
5,12,1 -> 0.25
5,13,0 -> 0.75
5,13,1 -> 0.25
5,14,0 -> 0.75
5,14,1 -> 0.25
5,15,0 -> 0.75
5,15,1 -> 0.25
5,16,1 -> 0.75
5,16,0 -> 0.25
5,17,1 -> 0.75
5,17,0 -> 0.25
5,18,1 -> 0.75
5,18,0 -> 0.25
5,19,1 -> 0.75
5,19,0 -> 0.25
5,20,1 -> 0.75
5,20,0 -> 0.25
5,21,1 -> 0.75
5,21,0 -> 0.25
5,22,0 -> 0.75
5,22,1 -> 0.25
5,23,0 -> 0.75
5,23,1 -> 0.25
5,24,0 -> 0.75
5,24,1 -> 0.25
5,25,0 -> 0.75
5,25,1 -> 0.25
5,26,0 -> 1.0
5,26,1 -> 0.0
5,27,1 -> 1.0
5,27,0 -> 0.0
5,28,0 -> 1.0
5,28,1 -> 0.0
5,29,0 -> 1.0
5,29,1 -> 0.0
5,30,0 -> 1.0
5,30,1 -> 0.0
5,31,0 -> 1.0
5,31,1 -> 0.0
5,32,1 -> 1.0
5,32,0 -> 0.0
5,33,1 -> 1.0
5,33,0 -> 0.0
5,34,1 -> 1.0
5,34,0 -> 0.0
5,35,1 -> 1.0
5,35,0 -> 0.0
5,36,0 -> 1.0
5,36,1 -> 0.0
5,37,0 -> 1.0
5,37,1 -> 0.0
5,38,0 -> 1.0
5,38,1 -> 0.0
5,39,0 -> 1.0
5,39,1 -> 0.0
5,40,0 -> 1.0
5,40,1 -> 0.0
5,41,0 -> 1.0
5,41,1 -> 0.0
5,42,1 -> 1.0
5,42,0 -> 0.0
5,43,1 -> 1.0
5,43,0 -> 0.0
5,44,1 -> 1.0
5,44,0 -> 0.0
5,45,1 -> 1.0
5,45,0 -> 0.0
5,46,1 -> 1.0
5,46,0 -> 0.0
5,47,1 -> 1.0
5,47,0 -> 0.0
5,48,0 -> 1.0
5,48,1 -> 0.0
5,49,0 -> 1.0
5,49,1 -> 0.0
5,50,0 -> 1.0
5,50,1 -> 0.0
5,51,0 -> 1.0
5,51,1 -> 0.0
5,52,0 -> 0.75
5,52,1 -> 0.25
5,53,1 -> 0.75
5,53,0 -> 0.25
5,54,0 -> 0.75
5,54,1 -> 0.25
5,55,0 -> 0.75
5,55,1 -> 0.25
5,56,0 -> 0.75
5,56,1 -> 0.25
5,57,0 -> 0.75
5,57,1 -> 0.25
5,58,1 -> 0.75
5,58,0 -> 0.25
5,59,1 -> 0.75
5,59,0 -> 0.25
5,60,1 -> 0.75
5,60,0 -> 0.25
5,61,1 -> 0.75
5,61,0 -> 0.25
5,62,0 -> 0.75
5,62,1 -> 0.25
5,63,0 -> 0.75
5,63,1 -> 0.25
5,64,0 -> 0.75
5,64,1 -> 0.25
5,65,0 -> 0.75
5,65,1 -> 0.25
5,66,0 -> 0.75
5,66,1 -> 0.25
5,67,0 -> 0.75
5,67,1 -> 0.25
5,68,1 -> 0.75
5,68,0 -> 0.25
5,69,1 -> 0.75
5,69,0 -> 0.25
5,70,1 -> 0.75
5,70,0 -> 0.25
5,71,1 -> 0.75
5,71,0 -> 0.25
5,72,1 -> 0.75
5,72,0 -> 0.25
5,73,1 -> 0.75
5,73,0 -> 0.25
5,74,0 -> 0.75
5,74,1 -> 0.25
5,75,0 -> 0.75
5,75,1 -> 0.25
5,76,0 -> 0.75
5,76,1 -> 0.25
5,77,0 -> 0.75
5,77,1 -> 0.25
5,78,0 -> 0.687607
5,78,1 -> 0.312393
5,79,1 -> 0.687607
5,79,0 -> 0.312393
5,80,0 -> 0.687607
5,80,1 -> 0.312393
5,81,0 -> 0.687607
5,81,1 -> 0.312393
5,82,0 -> 0.687607
5,82,1 -> 0.312393
5,83,0 -> 0.687607
5,83,1 -> 0.312393
5,84,1 -> 0.687607
5,84,0 -> 0.312393
5,85,1 -> 0.687607
5,85,0 -> 0.312393
5,86,1 -> 0.687607
5,86,0 -> 0.312393
5,87,1 -> 0.687607
5,87,0 -> 0.312393
5,88,0 -> 0.687607
5,88,1 -> 0.312393
5,89,0 -> 0.687607
5,89,1 -> 0.312393
5,90,0 -> 0.687607
5,90,1 -> 0.312393
5,91,0 -> 0.687607
5,91,1 -> 0.312393
5,92,0 -> 0.687607
5,92,1 -> 0.312393
5,93,0 -> 0.687607
5,93,1 -> 0.312393
5,94,1 -> 0.687607
5,94,0 -> 0.312393
5,95,1 -> 0.687607
5,95,0 -> 0.312393
5,96,1 -> 0.687607
5,96,0 -> 0.312393
5,97,1 -> 0.687607
5,97,0 -> 0.312393
5,98,1 -> 0.687607
5,98,0 -> 0.312393
5,99,1 -> 0.687607
5,99,0 -> 0.312393
5,100,0 -> 0.687607
5,100,1 -> 0.312393
5,101,0 -> 0.687607
5,101,1 -> 0.312393
5,102,0 -> 0.687607
5,102,1 -> 0.312393
5,103,0 -> 0.687607
5,103,1 -> 0.312393
5,104,0 -> 0.75
5,104,1 -> 0.25
5,105,1 -> 0.75
5,105,0 -> 0.25
5,106,0 -> 0.75
5,106,1 -> 0.25
5,107,0 -> 0.75
5,107,1 -> 0.25
5,108,0 -> 0.75
5,108,1 -> 0.25
5,109,0 -> 0.75
5,109,1 -> 0.25
5,110,1 -> 0.75
5,110,0 -> 0.25
5,111,1 -> 0.75
5,111,0 -> 0.25
5,112,1 -> 0.75
5,112,0 -> 0.25
5,113,1 -> 0.75
5,113,0 -> 0.25
5,114,0 -> 0.75
5,114,1 -> 0.25
5,115,0 -> 0.75
5,115,1 -> 0.25
5,116,0 -> 0.75
5,116,1 -> 0.25
5,117,0 -> 0.75
5,117,1 -> 0.25
5,118,0 -> 0.75
5,118,1 -> 0.25
5,119,0 -> 0.75
5,119,1 -> 0.25
5,120,1 -> 0.75
5,120,0 -> 0.25
5,121,1 -> 0.75
5,121,0 -> 0.25
5,122,1 -> 0.75
5,122,0 -> 0.25
5,123,1 -> 0.75
5,123,0 -> 0.25
5,124,1 -> 0.75
5,124,0 -> 0.25
5,125,1 -> 0.75
5,125,0 -> 0.25
5,126,0 -> 0.75
5,126,1 -> 0.25
5,127,0 -> 0.75
5,127,1 -> 0.25
5,128,0 -> 0.75
5,128,1 -> 0.25
5,129,0 -> 0.75
5,129,1 -> 0.25
5,130,0 -> 0.687607
5,130,1 -> 0.312393
5,131,1 -> 0.687607
5,131,0 -> 0.312393
5,132,0 -> 0.687607
5,132,1 -> 0.312393
5,133,0 -> 0.687607
5,133,1 -> 0.312393
5,134,0 -> 0.687607
5,134,1 -> 0.312393
5,135,0 -> 0.687607
5,135,1 -> 0.312393
5,136,1 -> 0.687607
5,136,0 -> 0.312393
5,137,1 -> 0.687607
5,137,0 -> 0.312393
5,138,1 -> 0.687607
5,138,0 -> 0.312393
5,139,1 -> 0.687607
5,139,0 -> 0.312393
5,140,0 -> 0.687607
5,140,1 -> 0.312393
5,141,0 -> 0.687607
5,141,1 -> 0.312393
5,142,0 -> 0.687607
5,142,1 -> 0.312393
5,143,0 -> 0.687607
5,143,1 -> 0.312393
5,144,0 -> 0.687607
5,144,1 -> 0.312393
5,145,0 -> 0.687607
5,145,1 -> 0.312393
5,146,1 -> 0.687607
5,146,0 -> 0.312393
5,147,1 -> 0.687607
5,147,0 -> 0.312393
5,148,1 -> 0.687607
5,148,0 -> 0.312393
5,149,1 -> 0.687607
5,149,0 -> 0.312393
5,150,1 -> 0.687607
5,150,0 -> 0.312393
5,151,1 -> 0.687607
5,151,0 -> 0.312393
5,152,0 -> 0.687607
5,152,1 -> 0.312393
5,153,0 -> 0.687607
5,153,1 -> 0.312393
5,154,0 -> 0.687607
5,154,1 -> 0.312393
5,155,0 -> 0.687607
5,155,1 -> 0.312393
5,156,0 -> 0.606132
5,156,1 -> 0.393868
5,157,1 -> 0.606132
5,157,0 -> 0.393868
5,158,0 -> 0.606132
5,158,1 -> 0.393868
5,159,0 -> 0.606132
5,159,1 -> 0.393868
5,160,0 -> 0.606132
5,160,1 -> 0.393868
5,161,0 -> 0.606132
5,161,1 -> 0.393868
5,162,1 -> 0.606132
5,162,0 -> 0.393868
5,163,1 -> 0.606132
5,163,0 -> 0.393868
5,164,1 -> 0.606132
5,164,0 -> 0.393868
5,165,1 -> 0.606132
5,165,0 -> 0.393868
5,166,0 -> 0.606132
5,166,1 -> 0.393868
5,167,0 -> 0.606132
5,167,1 -> 0.393868
5,168,0 -> 0.606132
5,168,1 -> 0.393868
5,169,0 -> 0.606132
5,169,1 -> 0.393868
5,170,0 -> 0.606132
5,170,1 -> 0.393868
5,171,0 -> 0.606132
5,171,1 -> 0.393868
5,172,1 -> 0.606132
5,172,0 -> 0.393868
5,173,1 -> 0.606132
5,173,0 -> 0.393868
5,174,1 -> 0.606132
5,174,0 -> 0.393868
5,175,1 -> 0.606132
5,175,0 -> 0.393868
5,176,1 -> 0.606132
5,176,0 -> 0.393868
5,177,1 -> 0.606132
5,177,0 -> 0.393868
5,178,0 -> 0.606132
5,178,1 -> 0.393868
5,179,0 -> 0.606132
5,179,1 -> 0.393868
5,180,0 -> 0.606132
5,180,1 -> 0.393868
5,181,0 -> 0.606132
5,181,1 -> 0.393868
5,182,0 -> 0.625
5,182,1 -> 0.375
5,183,1 -> 0.625
5,183,0 -> 0.375
5,184,0 -> 0.625
5,184,1 -> 0.375
5,185,0 -> 0.625
5,185,1 -> 0.375
5,186,0 -> 0.625
5,186,1 -> 0.375
5,187,0 -> 0.625
5,187,1 -> 0.375
5,188,1 -> 0.625
5,188,0 -> 0.375
5,189,1 -> 0.625
5,189,0 -> 0.375
5,190,1 -> 0.625
5,190,0 -> 0.375
5,191,1 -> 0.625
5,191,0 -> 0.375
5,192,0 -> 0.625
5,192,1 -> 0.375
5,193,0 -> 0.625
5,193,1 -> 0.375
5,194,0 -> 0.625
5,194,1 -> 0.375
5,195,0 -> 0.625
5,195,1 -> 0.375
5,196,0 -> 0.625
5,196,1 -> 0.375
5,197,0 -> 0.625
5,197,1 -> 0.375
5,198,1 -> 0.625
5,198,0 -> 0.375
5,199,1 -> 0.625
5,199,0 -> 0.375
5,200,1 -> 0.625
5,200,0 -> 0.375
5,201,1 -> 0.625
5,201,0 -> 0.375
5,202,1 -> 0.625
5,202,0 -> 0.375
5,203,1 -> 0.625
5,203,0 -> 0.375
5,204,0 -> 0.625
5,204,1 -> 0.375
5,205,0 -> 0.625
5,205,1 -> 0.375
5,206,0 -> 0.625
5,206,1 -> 0.375
5,207,0 -> 0.625
5,207,1 -> 0.375
5,208,0 -> 0.606132
5,208,1 -> 0.393868
5,209,1 -> 0.606132
5,209,0 -> 0.393868
5,210,0 -> 0.606132
5,210,1 -> 0.393868
5,211,0 -> 0.606132
5,211,1 -> 0.393868
5,212,0 -> 0.606132
5,212,1 -> 0.393868
5,213,0 -> 0.606132
5,213,1 -> 0.393868
5,214,1 -> 0.606132
5,214,0 -> 0.393868
5,215,1 -> 0.606132
5,215,0 -> 0.393868
5,216,1 -> 0.606132
5,216,0 -> 0.393868
5,217,1 -> 0.606132
5,217,0 -> 0.393868
5,218,0 -> 0.606132
5,218,1 -> 0.393868
5,219,0 -> 0.606132
5,219,1 -> 0.393868
5,220,0 -> 0.606132
5,220,1 -> 0.393868
5,221,0 -> 0.606132
5,221,1 -> 0.393868
5,222,0 -> 0.606132
5,222,1 -> 0.393868
5,223,0 -> 0.606132
5,223,1 -> 0.393868
5,224,1 -> 0.606132
5,224,0 -> 0.393868
5,225,1 -> 0.606132
5,225,0 -> 0.393868
5,226,1 -> 0.606132
5,226,0 -> 0.393868
5,227,1 -> 0.606132
5,227,0 -> 0.393868
5,228,1 -> 0.606132
5,228,0 -> 0.393868
5,229,1 -> 0.606132
5,229,0 -> 0.393868
5,230,0 -> 0.606132
5,230,1 -> 0.393868
5,231,0 -> 0.606132
5,231,1 -> 0.393868
5,232,0 -> 0.606132
5,232,1 -> 0.393868
5,233,0 -> 0.606132
5,233,1 -> 0.393868
6,0,0 -> 0.75
6,0,1 -> 0.25
6,1,0 -> 0.75
6,1,1 -> 0.25
6,2,1 -> 0.75
6,2,0 -> 0.25
6,3,0 -> 0.75
6,3,1 -> 0.25
6,4,0 -> 0.75
6,4,1 -> 0.25
6,5,0 -> 0.75
6,5,1 -> 0.25
6,6,1 -> 0.75
6,6,0 -> 0.25
6,7,0 -> 0.75
6,7,1 -> 0.25
6,8,0 -> 0.75
6,8,1 -> 0.25
6,9,0 -> 0.75
6,9,1 -> 0.25
6,10,1 -> 0.75
6,10,0 -> 0.25
6,11,1 -> 0.75
6,11,0 -> 0.25
6,12,1 -> 0.75
6,12,0 -> 0.25
6,13,0 -> 0.75
6,13,1 -> 0.25
6,14,0 -> 0.75
6,14,1 -> 0.25
6,15,0 -> 0.75
6,15,1 -> 0.25
6,16,1 -> 0.75
6,16,0 -> 0.25
6,17,1 -> 0.75
6,17,0 -> 0.25
6,18,1 -> 0.75
6,18,0 -> 0.25
6,19,0 -> 0.75
6,19,1 -> 0.25
6,20,0 -> 0.75
6,20,1 -> 0.25
6,21,0 -> 0.75
6,21,1 -> 0.25
6,22,1 -> 0.75
6,22,0 -> 0.25
6,23,1 -> 0.75
6,23,0 -> 0.25
6,24,1 -> 0.75
6,24,0 -> 0.25
6,25,0 -> 0.75
6,25,1 -> 0.25
6,26,0 -> 0.687607
6,26,1 -> 0.312393
6,27,0 -> 0.687607
6,27,1 -> 0.312393
6,28,1 -> 0.687607
6,28,0 -> 0.312393
6,29,0 -> 0.687607
6,29,1 -> 0.312393
6,30,0 -> 0.687607
6,30,1 -> 0.312393
6,31,0 -> 0.687607
6,31,1 -> 0.312393
6,32,1 -> 0.687607
6,32,0 -> 0.312393
6,33,0 -> 0.687607
6,33,1 -> 0.312393
6,34,0 -> 0.687607
6,34,1 -> 0.312393
6,35,0 -> 0.687607
6,35,1 -> 0.312393
6,36,1 -> 0.687607
6,36,0 -> 0.312393
6,37,1 -> 0.687607
6,37,0 -> 0.312393
6,38,1 -> 0.687607
6,38,0 -> 0.312393
6,39,0 -> 0.687607
6,39,1 -> 0.312393
6,40,0 -> 0.687607
6,40,1 -> 0.312393
6,41,0 -> 0.687607
6,41,1 -> 0.312393
6,42,1 -> 0.687607
6,42,0 -> 0.312393
6,43,1 -> 0.687607
6,43,0 -> 0.312393
6,44,1 -> 0.687607
6,44,0 -> 0.312393
6,45,0 -> 0.687607
6,45,1 -> 0.312393
6,46,0 -> 0.687607
