145, [s0.0_00000, s0.0_10000, s0.0_01000, s0.0_00100, s0.0_00010, s0.0_00001, s0.0_11000, s0.0_10100, s0.0_10010, s0.0_10001, s0.0_01100, s0.0_01010, s0.0_01001, s0.0_00110, s0.0_00101, s0.0_00011, s0.1_00000, s0.1_10000, s0.1_01000, s0.1_00100, s0.1_00010, s0.1_00001, s0.1_11000, s0.1_10100, s0.1_10010, s0.1_10001, s0.1_01100, s0.1_01010, s0.1_01001, s0.1_00110, s0.1_00101, s0.1_00011, s0.2_00000, s0.2_10000, s0.2_01000, s0.2_00100, s0.2_00010, s0.2_00001, s0.2_11000, s0.2_10100, s0.2_10010, s0.2_10001, s0.2_01100, s0.2_01010, s0.2_01001, s0.2_00110, s0.2_00101, s0.2_00011, s1.0_00000, s1.0_10000, s1.0_01000, s1.0_00100, s1.0_00010, s1.0_00001, s1.0_11000, s1.0_10100, s1.0_10010, s1.0_10001, s1.0_01100, s1.0_01010, s1.0_01001, s1.0_00110, s1.0_00101, s1.0_00011, s1.1_00000, s1.1_10000, s1.1_01000, s1.1_00100, s1.1_00010, s1.1_00001, s1.1_11000, s1.1_10100, s1.1_10010, s1.1_10001, s1.1_01100, s1.1_01010, s1.1_01001, s1.1_00110, s1.1_00101, s1.1_00011, s1.2_00000, s1.2_10000, s1.2_01000, s1.2_00100, s1.2_00010, s1.2_00001, s1.2_11000, s1.2_10100, s1.2_10010, s1.2_10001, s1.2_01100, s1.2_01010, s1.2_01001, s1.2_00110, s1.2_00101, s1.2_00011, s2.0_00000, s2.0_10000, s2.0_01000, s2.0_00100, s2.0_00010, s2.0_00001, s2.0_11000, s2.0_10100, s2.0_10010, s2.0_10001, s2.0_01100, s2.0_01010, s2.0_01001, s2.0_00110, s2.0_00101, s2.0_00011, s2.1_00000, s2.1_10000, s2.1_01000, s2.1_00100, s2.1_00010, s2.1_00001, s2.1_11000, s2.1_10100, s2.1_10010, s2.1_10001, s2.1_01100, s2.1_01010, s2.1_01001, s2.1_00110, s2.1_00101, s2.1_00011, s2.2_00000, s2.2_10000, s2.2_01000, s2.2_00100, s2.2_00010, s2.2_00001, s2.2_11000, s2.2_10100, s2.2_10010, s2.2_10001, s2.2_01100, s2.2_01010, s2.2_01001, s2.2_00110, s2.2_00101, s2.2_00011, exit]
1, [e1]
10, [North, South, East, West, Sample, Check0, Check1, Check2, Check3, Check4]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
8,61,0 -> 0.393868
8,62,0 -> 0.606132
8,62,1 -> 0.393868
8,63,1 -> 0.606132
8,63,0 -> 0.393868
8,64,0 -> 0.687607
8,64,1 -> 0.312393
8,65,0 -> 0.687607
8,65,1 -> 0.312393
8,66,0 -> 0.687607
8,66,1 -> 0.312393
8,67,0 -> 0.687607
8,67,1 -> 0.312393
8,68,1 -> 0.687607
8,68,0 -> 0.312393
8,69,0 -> 0.687607
8,69,1 -> 0.312393
8,70,0 -> 0.687607
8,70,1 -> 0.312393
8,71,0 -> 0.687607
8,71,1 -> 0.312393
8,72,1 -> 0.687607
8,72,0 -> 0.312393
8,73,0 -> 0.687607
8,73,1 -> 0.312393
8,74,0 -> 0.687607
8,74,1 -> 0.312393
8,75,1 -> 0.687607
8,75,0 -> 0.312393
8,76,0 -> 0.687607
8,76,1 -> 0.312393
8,77,1 -> 0.687607
8,77,0 -> 0.312393
8,78,0 -> 0.687607
8,78,1 -> 0.312393
8,79,1 -> 0.687607
8,79,0 -> 0.312393
8,80,0 -> 0.75
8,80,1 -> 0.25
8,81,0 -> 0.75
8,81,1 -> 0.25
8,82,0 -> 0.75
8,82,1 -> 0.25
8,83,0 -> 0.75
8,83,1 -> 0.25
8,84,1 -> 0.75
8,84,0 -> 0.25
8,85,0 -> 0.75
8,85,1 -> 0.25
8,86,0 -> 0.75
8,86,1 -> 0.25
8,87,0 -> 0.75
8,87,1 -> 0.25
8,88,1 -> 0.75
8,88,0 -> 0.25
8,89,0 -> 0.75
8,89,1 -> 0.25
8,90,0 -> 0.75
8,90,1 -> 0.25
8,91,1 -> 0.75
8,91,0 -> 0.25
8,92,0 -> 0.75
8,92,1 -> 0.25
8,93,1 -> 0.75
8,93,0 -> 0.25
8,94,0 -> 0.75
8,94,1 -> 0.25
8,95,1 -> 0.75
8,95,0 -> 0.25
8,96,0 -> 0.570393
8,96,1 -> 0.429607
8,97,0 -> 0.570393
8,97,1 -> 0.429607
8,98,0 -> 0.570393
8,98,1 -> 0.429607
8,99,0 -> 0.570393
8,99,1 -> 0.429607
8,100,1 -> 0.570393
8,100,0 -> 0.429607
8,101,0 -> 0.570393
8,101,1 -> 0.429607
8,102,0 -> 0.570393
8,102,1 -> 0.429607
8,103,0 -> 0.570393
8,103,1 -> 0.429607
8,104,1 -> 0.570393
8,104,0 -> 0.429607
8,105,0 -> 0.570393
8,105,1 -> 0.429607
8,106,0 -> 0.570393
8,106,1 -> 0.429607
8,107,1 -> 0.570393
8,107,0 -> 0.429607
8,108,0 -> 0.570393
8,108,1 -> 0.429607
8,109,1 -> 0.570393
8,109,0 -> 0.429607
8,110,0 -> 0.570393
8,110,1 -> 0.429607
8,111,1 -> 0.570393
8,111,0 -> 0.429607
8,112,0 -> 0.606132
8,112,1 -> 0.393868
8,113,0 -> 0.606132
8,113,1 -> 0.393868
8,114,0 -> 0.606132
8,114,1 -> 0.393868
8,115,0 -> 0.606132
8,115,1 -> 0.393868
8,116,1 -> 0.606132
8,116,0 -> 0.393868
8,117,0 -> 0.606132
8,117,1 -> 0.393868
8,118,0 -> 0.606132
8,118,1 -> 0.393868
8,119,0 -> 0.606132
8,119,1 -> 0.393868
8,120,1 -> 0.606132
8,120,0 -> 0.393868
8,121,0 -> 0.606132
8,121,1 -> 0.393868
8,122,0 -> 0.606132
8,122,1 -> 0.393868
8,123,1 -> 0.606132
8,123,0 -> 0.393868
8,124,0 -> 0.606132
8,124,1 -> 0.393868
8,125,1 -> 0.606132
8,125,0 -> 0.393868
8,126,0 -> 0.606132
8,126,1 -> 0.393868
8,127,1 -> 0.606132
8,127,0 -> 0.393868
8,128,0 -> 0.625
8,128,1 -> 0.375
8,129,0 -> 0.625
8,129,1 -> 0.375
8,130,0 -> 0.625
8,130,1 -> 0.375
8,131,0 -> 0.625
8,131,1 -> 0.375
8,132,1 -> 0.625
8,132,0 -> 0.375
8,133,0 -> 0.625
8,133,1 -> 0.375
8,134,0 -> 0.625
8,134,1 -> 0.375
8,135,0 -> 0.625
8,135,1 -> 0.375
8,136,1 -> 0.625
8,136,0 -> 0.375
8,137,0 -> 0.625
8,137,1 -> 0.375
8,138,0 -> 0.625
8,138,1 -> 0.375
8,139,1 -> 0.625
8,139,0 -> 0.375
8,140,0 -> 0.625
8,140,1 -> 0.375
8,141,1 -> 0.625
8,141,0 -> 0.375
8,142,0 -> 0.625
8,142,1 -> 0.375
8,143,1 -> 0.625
8,143,0 -> 0.375
9,0,0 -> 0.75
9,0,1 -> 0.25
9,1,0 -> 0.75
9,1,1 -> 0.25
9,2,0 -> 0.75
9,2,1 -> 0.25
9,3,0 -> 0.75
9,3,1 -> 0.25
9,4,0 -> 0.75
9,4,1 -> 0.25
9,5,1 -> 0.75
9,5,0 -> 0.25
9,6,0 -> 0.75
9,6,1 -> 0.25
9,7,0 -> 0.75
9,7,1 -> 0.25
9,8,0 -> 0.75
9,8,1 -> 0.25
9,9,1 -> 0.75
9,9,0 -> 0.25
9,10,0 -> 0.75
9,10,1 -> 0.25
9,11,0 -> 0.75
9,11,1 -> 0.25
9,12,1 -> 0.75
9,12,0 -> 0.25
9,13,0 -> 0.75
9,13,1 -> 0.25
9,14,1 -> 0.75
9,14,0 -> 0.25
9,15,1 -> 0.75
9,15,0 -> 0.25
9,16,0 -> 1.0
9,16,1 -> 0.0
9,17,0 -> 1.0
9,17,1 -> 0.0
9,18,0 -> 1.0
9,18,1 -> 0.0
9,19,0 -> 1.0
9,19,1 -> 0.0
9,20,0 -> 1.0
9,20,1 -> 0.0
9,21,1 -> 1.0
9,21,0 -> 0.0
9,22,0 -> 1.0
9,22,1 -> 0.0
9,23,0 -> 1.0
9,23,1 -> 0.0
9,24,0 -> 1.0
9,24,1 -> 0.0
9,25,1 -> 1.0
9,25,0 -> 0.0
9,26,0 -> 1.0
9,26,1 -> 0.0
9,27,0 -> 1.0
9,27,1 -> 0.0
9,28,1 -> 1.0
9,28,0 -> 0.0
9,29,0 -> 1.0
9,29,1 -> 0.0
9,30,1 -> 1.0
9,30,0 -> 0.0
9,31,1 -> 1.0
9,31,0 -> 0.0
9,32,0 -> 0.75
9,32,1 -> 0.25
9,33,0 -> 0.75
9,33,1 -> 0.25
9,34,0 -> 0.75
9,34,1 -> 0.25
9,35,0 -> 0.75
9,35,1 -> 0.25
9,36,0 -> 0.75
9,36,1 -> 0.25
9,37,1 -> 0.75
9,37,0 -> 0.25
9,38,0 -> 0.75
9,38,1 -> 0.25
9,39,0 -> 0.75
9,39,1 -> 0.25
9,40,0 -> 0.75
9,40,1 -> 0.25
9,41,1 -> 0.75
9,41,0 -> 0.25
9,42,0 -> 0.75
9,42,1 -> 0.25
9,43,0 -> 0.75
9,43,1 -> 0.25
9,44,1 -> 0.75
9,44,0 -> 0.25
9,45,0 -> 0.75
9,45,1 -> 0.25
9,46,1 -> 0.75
9,46,0 -> 0.25
9,47,1 -> 0.75
9,47,0 -> 0.25
9,48,0 -> 0.687607
9,48,1 -> 0.312393
9,49,0 -> 0.687607
9,49,1 -> 0.312393
9,50,0 -> 0.687607
9,50,1 -> 0.312393
9,51,0 -> 0.687607
9,51,1 -> 0.312393
9,52,0 -> 0.687607
9,52,1 -> 0.312393
9,53,1 -> 0.687607
9,53,0 -> 0.312393
9,54,0 -> 0.687607
9,54,1 -> 0.312393
9,55,0 -> 0.687607
9,55,1 -> 0.312393
9,56,0 -> 0.687607
9,56,1 -> 0.312393
9,57,1 -> 0.687607
9,57,0 -> 0.312393
9,58,0 -> 0.687607
9,58,1 -> 0.312393
9,59,0 -> 0.687607
9,59,1 -> 0.312393
9,60,1 -> 0.687607
9,60,0 -> 0.312393
9,61,0 -> 0.687607
9,61,1 -> 0.312393
9,62,1 -> 0.687607
9,62,0 -> 0.312393
9,63,1 -> 0.687607
9,63,0 -> 0.312393
9,64,0 -> 0.75
9,64,1 -> 0.25
9,65,0 -> 0.75
9,65,1 -> 0.25
9,66,0 -> 0.75
9,66,1 -> 0.25
9,67,0 -> 0.75
9,67,1 -> 0.25
9,68,0 -> 0.75
9,68,1 -> 0.25
9,69,1 -> 0.75
9,69,0 -> 0.25
9,70,0 -> 0.75
9,70,1 -> 0.25
9,71,0 -> 0.75
9,71,1 -> 0.25
9,72,0 -> 0.75
9,72,1 -> 0.25
9,73,1 -> 0.75
9,73,0 -> 0.25
9,74,0 -> 0.75
9,74,1 -> 0.25
9,75,0 -> 0.75
9,75,1 -> 0.25
9,76,1 -> 0.75
9,76,0 -> 0.25
9,77,0 -> 0.75
9,77,1 -> 0.25
9,78,1 -> 0.75
9,78,0 -> 0.25
9,79,1 -> 0.75
9,79,0 -> 0.25
9,80,0 -> 0.687607
9,80,1 -> 0.312393
9,81,0 -> 0.687607
9,81,1 -> 0.312393
9,82,0 -> 0.687607
9,82,1 -> 0.312393
9,83,0 -> 0.687607
9,83,1 -> 0.312393
9,84,0 -> 0.687607
9,84,1 -> 0.312393
9,85,1 -> 0.687607
9,85,0 -> 0.312393
9,86,0 -> 0.687607
9,86,1 -> 0.312393
9,87,0 -> 0.687607
9,87,1 -> 0.312393
9,88,0 -> 0.687607
9,88,1 -> 0.312393
9,89,1 -> 0.687607
9,89,0 -> 0.312393
9,90,0 -> 0.687607
9,90,1 -> 0.312393
9,91,0 -> 0.687607
9,91,1 -> 0.312393
9,92,1 -> 0.687607
9,92,0 -> 0.312393
9,93,0 -> 0.687607
9,93,1 -> 0.312393
9,94,1 -> 0.687607
9,94,0 -> 0.312393
9,95,1 -> 0.687607
9,95,0 -> 0.312393
9,96,0 -> 0.606132
9,96,1 -> 0.393868
9,97,0 -> 0.606132
9,97,1 -> 0.393868
9,98,0 -> 0.606132
9,98,1 -> 0.393868
9,99,0 -> 0.606132
9,99,1 -> 0.393868
9,100,0 -> 0.606132
9,100,1 -> 0.393868
9,101,1 -> 0.606132
9,101,0 -> 0.393868
9,102,0 -> 0.606132
9,102,1 -> 0.393868
9,103,0 -> 0.606132
9,103,1 -> 0.393868
9,104,0 -> 0.606132
9,104,1 -> 0.393868
9,105,1 -> 0.606132
9,105,0 -> 0.393868
9,106,0 -> 0.606132
9,106,1 -> 0.393868
9,107,0 -> 0.606132
9,107,1 -> 0.393868
9,108,1 -> 0.606132
9,108,0 -> 0.393868
9,109,0 -> 0.606132
9,109,1 -> 0.393868
9,110,1 -> 0.606132
9,110,0 -> 0.393868
9,111,1 -> 0.606132
9,111,0 -> 0.393868
9,112,0 -> 0.625
9,112,1 -> 0.375
9,113,0 -> 0.625
9,113,1 -> 0.375
9,114,0 -> 0.625
9,114,1 -> 0.375
9,115,0 -> 0.625
9,115,1 -> 0.375
9,116,0 -> 0.625
9,116,1 -> 0.375
9,117,1 -> 0.625
9,117,0 -> 0.375
9,118,0 -> 0.625
9,118,1 -> 0.375
9,119,0 -> 0.625
9,119,1 -> 0.375
9,120,0 -> 0.625
9,120,1 -> 0.375
9,121,1 -> 0.625
9,121,0 -> 0.375
9,122,0 -> 0.625
9,122,1 -> 0.375
9,123,0 -> 0.625
9,123,1 -> 0.375
9,124,1 -> 0.625
9,124,0 -> 0.375
9,125,0 -> 0.625
9,125,1 -> 0.375
9,126,1 -> 0.625
9,126,0 -> 0.375
9,127,1 -> 0.625
9,127,0 -> 0.375
9,128,0 -> 0.606132
9,128,1 -> 0.393868
9,129,0 -> 0.606132
9,129,1 -> 0.393868
9,130,0 -> 0.606132
9,130,1 -> 0.393868
9,131,0 -> 0.606132
9,131,1 -> 0.393868
9,132,0 -> 0.606132
9,132,1 -> 0.393868
9,133,1 -> 0.606132
9,133,0 -> 0.393868
9,134,0 -> 0.606132
9,134,1 -> 0.393868
9,135,0 -> 0.606132
9,135,1 -> 0.393868
9,136,0 -> 0.606132
9,136,1 -> 0.393868
9,137,1 -> 0.606132
9,137,0 -> 0.393868
9,138,0 -> 0.606132
9,138,1 -> 0.393868
9,139,0 -> 0.606132
9,139,1 -> 0.393868
9,140,1 -> 0.606132
9,140,0 -> 0.393868
9,141,0 -> 0.606132
9,141,1 -> 0.393868
9,142,1 -> 0.606132
9,142,0 -> 0.393868
9,143,1 -> 0.606132
9,143,0 -> 0.393868
_,144,2 -> 1

# Reward function (s,a -> r)
16,4 -> -10
17,4 -> -10
18,4 -> -10
19,4 -> -10
20,4 -> -10
21,4 -> 10
22,4 -> -10
23,4 -> -10
24,4 -> -10
25,4 -> 10
26,4 -> -10
27,4 -> -10
28,4 -> 10
29,4 -> -10
30,4 -> 10
31,4 -> 10
32,4 -> -10
33,4 -> -10
34,4 -> -10
35,4 -> -10
36,4 -> 10
37,4 -> -10
38,4 -> -10
39,4 -> -10
40,4 -> 10
41,4 -> -10
42,4 -> -10
43,4 -> 10
44,4 -> -10
45,4 -> 10
46,4 -> -10
47,4 -> 10
32,2 -> 10
33,2 -> 10
34,2 -> 10
35,2 -> 10
36,2 -> 10
37,2 -> 10
38,2 -> 10
39,2 -> 10
40,2 -> 10
41,2 -> 10
42,2 -> 10
43,2 -> 10
44,2 -> 10
45,2 -> 10
46,2 -> 10
47,2 -> 10
48,4 -> -10
49,4 -> 10
50,4 -> -10
51,4 -> -10
52,4 -> -10
53,4 -> -10
54,4 -> 10
55,4 -> 10
56,4 -> 10
57,4 -> 10
58,4 -> -10
59,4 -> -10
60,4 -> -10
61,4 -> -10
62,4 -> -10
63,4 -> -10
80,4 -> -10
81,4 -> -10
82,4 -> 10
83,4 -> -10
84,4 -> -10
85,4 -> -10
86,4 -> 10
87,4 -> -10
88,4 -> -10
89,4 -> -10
90,4 -> 10
91,4 -> 10
92,4 -> 10
93,4 -> -10
94,4 -> -10
95,4 -> -10
80,2 -> 10
81,2 -> 10
82,2 -> 10
83,2 -> 10
84,2 -> 10
85,2 -> 10
86,2 -> 10
87,2 -> 10
88,2 -> 10
89,2 -> 10
90,2 -> 10
91,2 -> 10
92,2 -> 10
93,2 -> 10
94,2 -> 10
95,2 -> 10
96,4 -> -10
97,4 -> -10
98,4 -> -10
99,4 -> 10
100,4 -> -10
101,4 -> -10
102,4 -> -10
103,4 -> 10
104,4 -> -10
105,4 -> -10
106,4 -> 10
107,4 -> -10
108,4 -> -10
109,4 -> 10
110,4 -> 10
111,4 -> -10
128,2 -> 10
129,2 -> 10
130,2 -> 10
131,2 -> 10
132,2 -> 10
133,2 -> 10
134,2 -> 10
135,2 -> 10
136,2 -> 10
137,2 -> 10
138,2 -> 10
139,2 -> 10
140,2 -> 10
141,2 -> 10
142,2 -> 10
143,2 -> 10

# Initial tuples (n,s)
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
